bound_active_params,evidence_reliable,evidence_warning,is_selected_model,model,n_bound_active,probability,probs_reliable_all_models,round,scenario,seed,selected_model,strategy,tracked_correct_model,truth_in_candidate_family
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,4,S3_transport,8,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,5,S3_transport,8,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,6,S3_transport,8,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,7,S3_transport,8,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,8,S3_transport,8,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,9,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,2,S3_transport,9,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,3,S3_transport,9,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,4,S3_transport,9,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,5,S3_transport,9,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,6,S3_transport,9,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,7,S3_transport,9,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,8,S3_transport,9,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,10,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K2_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,2,S3_transport,10,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,3,S3_transport,10,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,4,S3_transport,10,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,5,S3_transport,10,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,6,S3_transport,10,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,7,S3_transport,10,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,8,S3_transport,10,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,11,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,2,S3_transport,11,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,3,S3_transport,11,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,4,S3_transport,11,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,5,S3_transport,11,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,6,S3_transport,11,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,7,S3_transport,11,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,8,S3_transport,11,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,12,rev-pitzer,F,,0
Ea2_J,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=('Ea2_J',), bound-mass>0.05: ['Ea2_J']); model probability is NOT reliable evidence.",1,rev-pitzer,1,1.0,0,2,S3_transport,12,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,3,S3_transport,12,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,4,S3_transport,12,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,5,S3_transport,12,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,6,S3_transport,12,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,7,S3_transport,12,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,8,S3_transport,12,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['k2_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,1,S3_transport,13,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,2,S3_transport,13,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,3,S3_transport,13,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,4,S3_transport,13,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,5,S3_transport,13,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,6,S3_transport,13,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,7,S3_transport,13,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,8,S3_transport,13,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,14,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,2,S3_transport,14,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,3,S3_transport,14,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,4,S3_transport,14,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,5,S3_transport,14,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,6,S3_transport,14,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,7,S3_transport,14,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,8,S3_transport,14,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,15,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,2,S3_transport,15,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,3,S3_transport,15,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,4,S3_transport,15,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,5,S3_transport,15,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,6,S3_transport,15,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,7,S3_transport,15,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,8,S3_transport,15,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,16,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,2,S3_transport,16,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,3,S3_transport,16,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,4,S3_transport,16,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,5,S3_transport,16,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,6,S3_transport,16,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,7,S3_transport,16,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,8,S3_transport,16,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,17,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,2,S3_transport,17,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,3,S3_transport,17,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,4,S3_transport,17,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,5,S3_transport,17,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,6,S3_transport,17,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,7,S3_transport,17,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,8,S3_transport,17,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,18,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,2,S3_transport,18,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,3,S3_transport,18,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,4,S3_transport,18,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,5,S3_transport,18,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,6,S3_transport,18,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,7,S3_transport,18,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,8,S3_transport,18,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,19,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,2,S3_transport,19,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,3,S3_transport,19,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,4,S3_transport,19,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,5,S3_transport,19,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,6,S3_transport,19,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,7,S3_transport,19,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,8,S3_transport,19,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,20,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,2,S3_transport,20,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,3,S3_transport,20,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,4,S3_transport,20,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,5,S3_transport,20,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,6,S3_transport,20,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,7,S3_transport,20,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,8,S3_transport,20,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,21,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,2,S3_transport,21,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,3,S3_transport,21,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,4,S3_transport,21,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,5,S3_transport,21,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,6,S3_transport,21,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,7,S3_transport,21,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,8,S3_transport,21,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,22,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,2,S3_transport,22,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,3,S3_transport,22,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,4,S3_transport,22,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,5,S3_transport,22,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,6,S3_transport,22,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,7,S3_transport,22,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,8,S3_transport,22,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,23,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,2,S3_transport,23,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,3,S3_transport,23,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,4,S3_transport,23,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,5,S3_transport,23,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,6,S3_transport,23,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,7,S3_transport,23,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,8,S3_transport,23,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,24,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,2,S3_transport,24,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,3,S3_transport,24,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,4,S3_transport,24,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,5,S3_transport,24,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,6,S3_transport,24,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,7,S3_transport,24,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,8,S3_transport,24,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['k2_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,1,S3_transport,25,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,2,S3_transport,25,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,3,S3_transport,25,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,4,S3_transport,25,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,5,S3_transport,25,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,6,S3_transport,25,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,7,S3_transport,25,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,8,S3_transport,25,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,26,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,2,S3_transport,26,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,3,S3_transport,26,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,4,S3_transport,26,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,5,S3_transport,26,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,6,S3_transport,26,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,7,S3_transport,26,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,8,S3_transport,26,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,27,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,2,S3_transport,27,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,3,S3_transport,27,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,4,S3_transport,27,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,5,S3_transport,27,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,6,S3_transport,27,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,7,S3_transport,27,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,8,S3_transport,27,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,28,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,2,S3_transport,28,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,3,S3_transport,28,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,4,S3_transport,28,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,5,S3_transport,28,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,6,S3_transport,28,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,7,S3_transport,28,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,8,S3_transport,28,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,29,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['Ea2_J']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,2,S3_transport,29,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,3,S3_transport,29,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,4,S3_transport,29,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,5,S3_transport,29,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,6,S3_transport,29,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,7,S3_transport,29,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,8,S3_transport,29,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['k2_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,1,S3_transport,30,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,2,S3_transport,30,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,3,S3_transport,30,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,4,S3_transport,30,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,5,S3_transport,30,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,6,S3_transport,30,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,7,S3_transport,30,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,8,S3_transport,30,rev-pitzer,F,,0
,1,,1,rev-pitzer,0,1.0,1,1,S3_transport,31,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,2,S3_transport,31,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,3,S3_transport,31,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,4,S3_transport,31,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,5,S3_transport,31,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,6,S3_transport,31,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,7,S3_transport,31,rev-pitzer,F,,0
,0,"rev-pitzer: Laplace evidence is boundary-affected (pinned=(), bound-mass>0.05: ['K1_ref']); model probability is NOT reliable evidence.",1,rev-pitzer,0,1.0,0,8,S3_transport,31,rev-pitzer,F,,0
